"","ID","X","ISO_SOV1","SOVEREIGN1","New.OpCode","X5STRING","Exped.","Location.x","Sublocation","SAUP.Cell","IUCN","Protection","USE.","Grounded.","Date","Year","Month","Long.in","Lat.in","Long.out","Lat.out","Time.In","Time.Out","EM.who","EM.date","PM.who","PM.date","ID.check","Field.comments","Processing.comments","OpCode","Camera.Depth..m.","Rig.","Site.Rig","Converted","Video.file","Left.Camera","Right.Cam","Site","Code","Distance.from.summit","Direction","Initial.obs","Vessel","HD.Num","Bait","Gear","Have.Lengths.","Have.MaxN.","Status","Seabed.depth..m.","Zone","Crew","Species","CTD","Water.sample.metadata","Project","Project.1","Wpt","Habitat.taken","Habitat.type","Total.time.Processed.for.MaxN","Location.y","GEONAME","TERRITORY1","conflicts","RuleofLaw_mean","NoViolence_mean","GovernmentEffectiveness_mean","Voice_mean","Corruption_mean","HDI_mean","Country","NGO","MarineEcosystemDependency","SAU","TravelTime_market","LinearDistcities","TravelTime_pop","LinearDistpop","FE_PurseSeine","FE_DriftingLongline","FE_FixedGear","FE_OtherFishing","FE_Trawlers","distPort","distSeamounts","distCoralReef","Bathymetry","Slope","distCoast","PP","CHL","SST_mean","SST_sd","protection"
"253",1249,619,"GBR","United Kingdom","AIG18_150","AIG18_31","Ascension Gov 2018","Ascension","Random ",NA,"No","Out","Yes","no","19/02/2018",2018,"Feb",-14.76246,-9.34318,"-14.78078","-9.34102","44:00.0","54:00.0","Chris","27/08/2018","Chris","43339","","","C equiselis Psenes sp","AIG18_150","10","7","","","AIG18_150.avi","20","6","","","","","","Extractor","","Tuna chum","longline","#N/A","AIG18_150","Done_EMPM","","","","","","","","","",NA,NA,NA,"Ascension","Ascension Exclusive Economic Zone","Ascension",33,1.73,0.37,1.54,1.32,1.79,0.915,"UK",2830,0.072825,0.138466237,3593.2167,1197738.9,553.492424,173179.2047,NA,NA,NA,NA,NA,162.5172119,53704.31945,1838635.362,-2460.116943,89.98596954,173908.3021,259.8670349,0.084301554,25.65572739,1.211237311,"All"
"254",1254,624,"GBR","United Kingdom","AIG18_155","AIG18_32","Ascension Gov 2018","Ascension","Random ",NA,"No","Out","Yes","no","20/02/2018",2018,"Feb",-15.9503,-8.88433,"-15.96323","-8.88554","16:00.0","31:00.0","Chris","27/08/2018","Chris","43339","","","Psenes sp","AIG18_155","10","7","","","AIG18_155.avi","6","10","","","","","","Extractor","","Tuna chum","longline","#N/A","AIG18_155","Done_EMPM","","","","","","","","","",NA,NA,NA,"Ascension","Ascension Exclusive Economic Zone","Ascension",33,1.73,0.37,1.54,1.32,1.79,0.915,"UK",2830,0.072825,0.052857871,3964.188408,1321396.136,585.6610383,186607.5328,NA,NA,NA,NA,NA,199.8987427,115643.1211,1710691.209,-3637.885498,89.98842621,187141.9734,274.5862732,0.090177409,25.8277607,1.203196287,"All"
"255",1259,629,"GBR","United Kingdom","AIG18_160","AIG18_33","Ascension Gov 2018","Ascension","Random ",NA,"No","Out","Yes","no","20/02/2018",2018,"Feb",-15.52357,-8.62376,"-15.53837","-8.62218","51:00.0","00:00.0","Chris","27/08/2018","Chris","43339","","","C hippos juv. Psenes sp","AIG18_160","10","7","","","AIG18_160.avi","15","14","","","","","","Extractor","","Tuna chum","longline","#N/A","AIG18_160","Done_EMPM","","","","","","","","","",NA,NA,NA,"Ascension","Ascension Exclusive Economic Zone","Ascension",33,1.73,0.37,1.54,1.32,1.79,0.915,"UK",2830,0.072825,0.052857871,3940.287597,1313429.199,421.6538957,133938.2766,NA,NA,NA,NA,NA,144.5140076,88945.50814,1737208.553,-3518.557373,89.95754242,134476.0882,286.5221863,0.094855361,25.85666656,1.233806014,"All"
"256",1263,1365,"PRT","Portugal","AZO18_004","AZO18_01","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","03/06/2018",2018,"Jun",-28.18722,38.51273,"-28.17476","38.5218","05:00.0","46:00.0","","","","","","Trachurus sp","","AZO_004","10","4","","","AZO_004.avi","11","12","","","","","","","","","longline","#N/A","AZO18_004","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,281.1068519,753.7173875,252842.2775,11.48528137,3542.310802,NA,0,0,0,NA,11.11949253,32276.99224,3567994.907,-1044.448975,89.99647522,3854.932167,338.4613037,0.204781264,19.0082283,2.898058414,"Out"
"257",1268,1329,"PRT","Portugal","AZO18_009","AZO18_02","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","03/06/2018",2018,"Jun",-28.20517,38.49892,"-28.19119","38.49519","25:00.0","48:00.0","","","","","","Capros aper Huge school","","AZO_009","10","2","","","AZO_009.avi","17","1.8","","","","","","","","","longline","#N/A","AZO18_009","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,241.6363865,760.5163774,254074.2723,4.242640687,1407.888295,NA,NA,NA,0,NA,10.13513851,32425.99488,3566043.555,-288.4099121,89.99751282,1907.990584,387.5218201,0.236255422,19.059412,2.922672272,"Out"
"258",1270,1331,"PRT","Portugal","AZO18_011","AZO18_03","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","04/06/2018",2018,"Jun",-28.2813,38.54779,"-28.27985","38.54203","15:00.0","18:00.0","","","","","","Unknown fish gar?","","AZO_011","10","5","","","AZO_011.avi","12","13","","","","","","","","","longline","#N/A","#N/A","ToDo_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,281.1068519,763.2737367,262561.0034,8.485281374,3140.563354,NA,NA,0,0,NA,4.129020214,24574.10346,3559694.789,-891.5518799,89.99724579,3676.455827,336.7270508,0.205015272,18.98703003,2.9350245,"Out"
"259",1275,1418,"PRT","Portugal","AZO18_016","AZO18_04","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","04/06/2018",2018,"Jun",-28.28788,38.52655,"-28.25414","38.51332","03:00.0","31:00.0","","","","","","No fish ","","AZO_016","10","1","","","AZO_016.avi","12","14","","","","","","","","","longline","#N/A","#N/A","Done_EM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,281.1068519,767.5163774,262518.6197,4.242640687,1217.674835,NA,0,0,0,NA,2.60957408,26286.75759,3558687.488,-358.3305054,89.99912262,1841.950622,367.4272766,0.220882922,18.98354149,2.910742283,"Out"
"260",1282,1425,"PRT","Portugal","AZO18_023","AZO18_05","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","05/06/2018",2018,"Jun",-28.31827,38.55471,"-28.29765","38.5444","38:00.0","53:00.0","","","","","","Capros aper","Corrosion on right housing so camera left out ","AZO_023","10","3","","","AZO_023.avi","9","","","","","","","","","","longline","#N/A","AZO18_023","Done_EM","","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,281.1068519,768.1021638,266168.8847,5.828427125,1991.228603,NA,NA,0,0,NA,2.223898649,22649.21838,3556311.015,-840.8496094,89.99808502,2179.470393,352.89328,0.209083304,18.97421837,2.894138575,"Out"
"261",1288,1309,"PRT","Portugal","AZO18_029","AZO18_06","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","07/06/2018",2018,"Jun",-31.1184,39.35825,"-31.1276","39.36362","59:00.0","42:00.0","","","","","","Capros aper Trachurus sp Prionace glauca ","","AZO_029","10","4","","","AZO_029.avi","11","12","","","","","","","","","longline","#N/A","AZO18_029","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1643.824419,547941.473,15.72792206,4633.346587,NA,NA,NA,NA,NA,4.839313507,61892.4512,3307471.396,-886.151062,89.99835968,4771.310025,300.4995422,0.169081241,19.03624916,2.902981758,"Out"
"262",1290,1311,"PRT","Portugal","AZO18_031","AZO18_07","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","07/06/2018",2018,"Jun",-31.13701,39.36881,"-31.15317","39.35865","03:00.0","28:00.0","","","","","","Capros aper","","AZO_031","10","5","","","AZO_031.avi","","","","","","","","","","","longline","#N/A","AZO18_031","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1649.898913,549966.3042,8.485281374,2612.546618,NA,0,NA,NA,NA,2.808174133,63708.79687,3305947.678,-356.9509583,89.99859619,2697.965298,322.0325928,0.181923628,18.96958351,2.859964609,"Out"
"263",1296,1289,"PRT","Portugal","AZO18_037","AZO18_08","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","08/06/2018",2018,"Jun",-31.21889,39.31825,"-31.22738","39.34115","10:00.0","25:00.0","","","","","","Capros aper Trachurus sp Dolphin 03 3:12","","AZO_037","10","4","","","AZO_037.avi","11","12","","","","","","","","","longline","#N/A","AZO18_037","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1668.224873,556074.9578,18.72792206,5890.970338,NA,0,NA,NA,NA,7.936959743,64182.60919,3297143.985,-870.4016724,89.99871063,5228.971073,313.1305542,0.176432416,19.015625,2.881093502,"Out"
"264",1304,1490,"PRT","Portugal","AZO18_045","AZO18_09","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","08/06/2018",2018,"Jun",-31.2153,39.34005,"-31.21772","39.35916","08:00.0","37:00.0","","","","","","Trachurus sp Capros aper ","","AZO_045","10","5","","","AZO_045.avi","38","41","","","","","","","","","longline","#N/A","AZO18_045","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1669.081052,556360.3508,12.72792206,3977.051774,NA,NA,0,0,NA,6.185581684,64896.28766,3297953.251,-653.9526367,89.99872589,3204.77449,343.4562378,0.193135679,18.94145775,2.839339733,"Out"
"265",1309,1480,"PRT","Portugal","AZO18_050","AZO18_10","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","09/06/2018",2018,"Jun",-31.30588,39.31852,"-31.2967","39.38438","45:00.0","37:00.0","","","","","","Trachurus sp Capros aper ","","AZO_050","10","1","","","AZO_050.avi","1","2","","","","","","","","","longline","#N/A","AZO18_050","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1692.408823,564136.2744,25.45584412,8136.353697,NA,0,0,NA,NA,13.7631588,56287.67475,3288958.04,-625.6506348,89.99777222,7842.317745,304.719574,0.170390934,19.07880211,2.91358757,"Out"
"266",1314,1335,"PRT","Portugal","AZO18_055","AZO18_11","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","10/06/2018",2018,"Jun",-31.06987,39.67329,"-31.03109","39.69793","56:00.0","59:00.0","","","","","","Trachurus sp Prionace glauca 11 8:22 16:52 good shot N ductor ","","AZO_055","10","1","","","AZO_055.avi","17","1.8","","","","","","","","","longline","#N/A","AZO18_055","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1660.627532,553542.5105,6,2219.940084,NA,NA,NA,NA,NA,33.36769104,84672.01465,3318969.808,-545.8011475,89.99873352,2020.856722,328.7774048,0.185665041,18.98130226,2.933582544,"All"
"267",1319,1340,"PRT","Portugal","AZO18_060","AZO18_12","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","10/06/2018",2018,"Jun",-31.06648,39.66127,"-31.0497","39.65674","31:00.0","40:00.0","","","","","","No fish ","","AZO_060","10","5","","","AZO_060.avi","12","14","","","","","","","","","longline","#N/A","#N/A","Done_EM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1658.470109,552823.3698,10.24264069,2734.932167,NA,NA,NA,NA,NA,32.29453278,84554.58095,3319019.528,-855.5007324,89.99765015,3084.995801,304.8082886,0.173137456,18.9768219,2.95571208,"All"
"268",1324,1304,"PRT","Portugal","AZO18_065","AZO18_13","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","11/06/2018",2018,"Jun",-31.05068,39.70241,"-31.03956","39.69232","55:00.0","45:00.0","","","","","","Trachurus sp Capros aper ","Left housing flooded","AZO_065","10","1","","","AZO_065.avi","1","2","","","","","","","","","longline","#N/A","AZO18_065","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1658.454971,552818.3238,11.32842712,4197.623796,NA,NA,NA,NA,NA,37.0404129,87464.12903,3321425.705,-584.3007202,89.99825287,2987.473557,328.7774048,0.185665041,18.98130226,2.933582544,"All"
"269",1329,1286,"PRT","Portugal","AZO18_070","AZO18_14","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","11/06/2018",2018,"Jun",-31.0236,39.69768,"-31.02365","39.68938","10:00.0","12:00.0","","","","","","Trachurus sp ","","AZO_070","10","5","","","AZO_070.avi","38","39","","","","","","","","","longline","#N/A","AZO18_070","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1650.628911,550209.6369,20.32842712,6702.80835,NA,NA,NA,1.821944475,NA,37.83587265,89708.16537,3323864.095,-1200.621338,89.99588776,5609.033851,301.0669556,0.171653822,18.95562553,2.947844505,"All"
"270",1334,1437,"PRT","Portugal","AZO18_075","AZO18_15","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","12/06/2018",2018,"Jun",-31.10891,39.62889,"-31.09897","39.63327","45:00.0","22:00.0","","","","","","Trachurus sp ","Left housing flooded","AZO_075","10","5","","","AZO_075.avi","13","17","","","","","","","","","longline","#N/A","AZO18_075","Done_EM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1666.716947,555572.3158,12,4235.190461,NA,NA,NA,NA,NA,28.27132607,79616.18781,3314308.666,-944.000061,89.99724579,3928.638356,330.2612915,0.191375896,18.92421913,2.9116745,"All"
"271",1339,1442,"PRT","Portugal","AZO18_080","AZO18_16","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","12/06/2018",2018,"Jun",-31.12388,39.6528,"-31.13428","39.6546","06:00.0","00:00.0","","","","","","No fish ","","AZO_080","10","5","","","AZO_080.avi","41","43","","","","","","","","","longline","#N/A","#N/A","Done_EM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1673.204559,557734.8531,6,1849.862375,NA,NA,NA,0,NA,30.32745743,79081.80031,3313435.66,-453.7001953,89.99780273,1660.249937,330.2612915,0.191375896,18.92421913,2.9116745,"All"
"272",1344,1447,"PRT","Portugal","AZO18_085","AZO18_17","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","13/06/2018",2018,"Jun",-31.04802,39.71964,"-31.04197","39.72641","17:00.0","17:00.0","","","","","","No fish ","","AZO_085","10","5","","","AZO_085.avi","13","17","","","","","","","","","longline","#N/A","#N/A","Done_EM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1659.548212,553182.7373,13.60660172,5121.165383,NA,NA,NA,NA,NA,39.18125153,88366.96997,3322062.674,-754.3009033,89.99749756,3496.232362,330.4420471,0.188480794,18.97213554,2.930734873,"All"
"273",1347,1477,"PRT","Portugal","AZO18_088","AZO18_18","Azores 2018","Azores","Corvo",NA,"No","Out","Yes","no","13/06/2018",2018,"Jun",-31.06028,39.71132,"-31.04855","39.71084","39:00.0","47:00.0","","","","","","Capros aper Isurus oxyrhynchos 01 10:01 02 7:23 Good shot and 03 0:00 and 4:49 ","","AZO_088","10","3N","","","AZO_088.avi","34","35","","","","","","","","","longline","#N/A","AZO18_088","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1661.988298,553996.0993,9.363961031,3682.907774,NA,NA,NA,NA,NA,37.88713074,86954.94339,3320723.838,-255.9009552,89.99836731,2116.210458,330.4420471,0.188480794,18.97213554,2.930734873,"All"
"274",1354,1416,"PRT","Portugal","AZO18_095","AZO18_19","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","14/06/2018",2018,"Jun",-31.0609,39.51761,"-31.0639","39.56089","17:00.0","46:00.0","","","","","","Trachurus sp Capros aper ","","AZO_095","10","5","","","AZO_095.avi","17","43","","","","","","","","","longline","#N/A","AZO18_095","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,234.2356697,1642.659356,547553.1187,25.45584412,8392.108601,NA,NA,NA,NA,NA,18.20840073,73853.87815,3316358.905,-1003.399963,89.99425507,8332.940321,299.9884949,0.170171753,19.04062462,2.935356617,"Out"
"275",1355,1344,"PRT","Portugal","AZO18_096","AZO18_20","Azores 2018","Azores","Cachalot Seamount",NA,"No","Out","Yes","no","16/06/2018",2018,"Jun",-31.88811,39.37719,"-31.87832","39.38172","29:00.0","30:00.0","","","","","","Capros aper ","","AZO_096","10","1N","","","AZO_096.avi","5","7","","","","","","","","","longline","#N/A","AZO18_096","Done_EM","490","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,42.53377282,1859.348908,619782.9694,184.2426407,60048.69487,NA,28.78763962,4.740277767,NA,NA,61.88288879,1457.793496,3235452.28,-615.2854614,89.99459076,60257.58039,291.6264038,0.16189149,19.20578003,2.924978733,"Out"
"276",1364,1358,"PRT","Portugal","AZO18_105","AZO18_21","Azores 2018","Azores","Cachalot Seamount",NA,"No","Out","Yes","no","16/06/2018",2018,"Jun",-31.85785,39.37229,"-31.85222","39.37861","24:00.0","59:00.0","","","","","","No fish ","","AZO_105","10","1N","","","AZO_105.avi","43","44","","","","","","","","","longline","#N/A","AZO18_105","Done_EMPM","","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,42.53377282,1850.515936,616838.6454,176.4852814,57199.09968,NA,NA,NA,NA,NA,59.3191185,3021.039701,3238189.693,-663.6751709,89.99477386,57424.31061,292.8798828,0.163747579,19.20760345,2.91706562,"Out"
"277",1366,1360,"PRT","Portugal","AZO18_107","AZO18_22","Azores 2018","Azores","Cachalot Seamount",NA,"No","Out","Yes","no","16/06/2018",2018,"Jun",-31.86723,39.34162,"-31.86696","39.35683","34:00.0","53:00.0","","","","","","Capros aper","","AZO_107","10","2","","","AZO_107.avi","41","7","","","","","","","","","longline","#N/A","AZO18_107","Done_EMPM","","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,42.53377282,1850.746983,616915.661,183.2132034,58522.21168,NA,6.327222347,1.191874981,NA,NA,60.34529877,2848.454446,3236629.829,-654.5986938,89.99407196,58786.09843,292.8798828,0.163747579,19.20760345,2.91706562,"Out"
"278",1370,1351,"PRT","Portugal","AZO18_111","AZO18_23","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","18/06/2018",2018,"Jun",-31.10502,39.3955,"-31.11606","39.36793","04:00.0","39:00.0","","","","","","Seriola rivoliana ","","AZO_111","10","1N","","","AZO_111.avi","5","7","","","","","","","","","longline","#N/A","AZO18_111","Done_EMPM","450","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1643.434422,547811.4739,13.24264069,4039.03362,NA,NA,NA,NA,NA,5.615330696,64504.10266,3309538.393,-631.1498413,89.99427795,4144.829791,306.296814,0.173704684,18.97520828,2.902376652,"Out"
"279",1375,1315,"PRT","Portugal","AZO18_116","AZO18_24","Azores 2018","Azores","Flores",NA,"No","Out","Yes","no","18/06/2018",2018,"Jun",-31.12324,39.40303,"-31.11922","39.41946","37:00.0","53:00.0","","","","","","Balistes capriscus ","Fish only after 2 hours","AZO_116","10","5","","","AZO_116.avi","41","43","","","","","","","","","longline","#N/A","#N/A","Done_EM","","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,238.0903823,1649.138286,549712.7621,7.242640687,2138.531556,NA,NA,NA,0,NA,4.838220119,65990.02492,3307986.792,-113.4000092,89.99108124,2388.237971,306.296814,0.173704684,18.97520828,2.902376652,"Out"
"280",1380,1320,"PRT","Portugal","AZO18_121","AZO18_25","Azores 2018","Azores","Gigante Seamount",NA,"No","Out","Yes","no","19/06/2018",2018,"Jun",-29.89938,38.98522,"-29.8926","39.00882","27:00.0","46:00.0","","","","","","Capros aper Baitfish","","AZO_121","10","1N","","","AZO_121.avi","5","7","","","","","","","","","longline","#N/A","AZO18_121","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,92.60993146,1200.36414,424615.8448,354.4629868,109029.4161,NA,2.968194485,2.353888988,3.064777851,NA,117.7352066,514.7477317,3414730.402,-389.2288513,89.99329376,109507.7561,311.5028381,0.180740908,18.95838547,2.914178848,"Out"
"281",1385,1325,"PRT","Portugal","AZO18_126","AZO18_26","Azores 2018","Azores","Princess Alice Bank",NA,"No","Out","Yes","no","20/06/2018",2018,"Jun",-29.32083,38.0221,"-29.33781","37.99617","52:00.0","31:00.0","","","","","","Macroramphosus scolompax","","AZO_126","10","1N","","","AZO_126.avi","2","12","","","","","","","","","longline","#N/A","AZO18_126","Done_EM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,95.05227889,1060.861615,351222.8277,225.374675,73580.95639,NA,0,2.450486183,0,NA,83.3649826,18926.88102,3451678.607,-437.8898926,89.99811554,74277.55149,300.2938232,0.170622945,19.25989532,2.833326101,"All"
"282",1393,1458,"PRT","Portugal","AZO18_134","AZO18_27","Azores 2018","Azores","Princess Alice Bank",NA,"No","Out","Yes","no","20/06/2018",2018,"Jun",-29.29417,38.06247,"-29.30621","38.06906","31:00.0","12:00.0","","","","","","Trachurus sp Capros aper Prioace glauca male 07 9:02 ","","AZO_134","10","2","","","AZO_134.avi","8","9","","","","","","","","","longline","AZO18_134","AZO18_134","Done_EMPM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,95.05227889,1046.891052,349008.7041,210.8893937,68817.12311,NA,NA,NA,NA,NA,78.42185211,23195.86388,3454909.192,-820.4992065,89.99098969,69512.38088,303.7611389,0.173934281,19.24307251,2.868456125,"All"
"283",1395,1460,"PRT","Portugal","AZO18_136","AZO18_28","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","21/06/2018",2018,"Jun",-28.04009,38.38231,"-28.05977","38.39117","39:00.0","57:00.0","","","","","","Capros aper ","","AZO_136","10","1N","","","AZO_136.avi","29","33","","","","","","","","","longline","AZO18_136","AZO18_136","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,241.6363865,749.3305192,235461.6992,7.242640687,2117.169354,NA,NA,NA,NA,NA,13.4912281,28626.42878,3579657.856,-872.2507324,89.99807739,2612.393605,336.8291016,0.198572531,18.90671921,2.856564045,"Out"
"284",1403,1468,"PRT","Portugal","AZO18_144","AZO18_29","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","21/06/2018",2018,"Jun",-28.03738,38.38986,"-28.076","38.36766","41:00.0","59:00.0","","","","","","No fish Picked up by boat ","","AZO_144","10","4","","","AZO_144.avi","13","17","","","","","","","","","longline","#N/A","#N/A","Done_EM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,241.6363865,749.3305192,235418.437,7.242640687,1699.281468,NA,NA,0,0,NA,13.25924015,28852.30423,3580047.658,-664.8013306,89.99795532,1923.964665,336.8291016,0.198572531,18.90671921,2.856564045,"Out"
"285",1405,1470,"PRT","Portugal","AZO18_146","AZO18_30","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","22/06/2018",2018,"Jun",-28.23307,38.35501,"-28.25509","38.36823","49:00.0","33:00.0","","","","","","Trachurus sp ","","AZO_146","10","1N","","","AZO_146.avi","5","17","","","","","","","","","longline","AZO18_146","AZO18_146","Done_EMPM","300","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,241.6363865,776.5874452,252745.3849,8,3192.7648,NA,NA,0,0,NA,4.77725029,44278.43813,3560844.577,-748.151123,89.99842834,2806.921171,322.0341797,0.191602752,19.12130165,2.897007704,"Out"
"286",1414,1493,"PRT","Portugal","AZO18_155","AZO18_31","Azores 2018","Azores","Pico/Sao Jorge",NA,"No","Out","Yes","no","22/06/2018",2018,"Jun",-28.23679,38.36277,"-28.23313","38.35784","24:00.0","00:00.0","","","","","","Prionace glauca 07 17:25 - after 2hrs","","AZO_155","10","5","","","AZO_155.avi","44","45","","","","","","","","","longline","#N/A","#N/A","Done_EM","800","","","","","","","","",NA,NA,NA,"Azores","Portuguese Exclusive Economic Zone (Azores)","Azores",20,1.11,0.93,1.18,1.13,0.92,0.842,"Portugal",113,0.217708,241.6363865,773.5874452,253284.1766,5,2450.253945,NA,NA,0,0,NA,4.532405853,43422.93538,3560627.35,-403.1009521,89.99816895,1991.702764,322.0341797,0.191602752,19.12130165,2.897007704,"Out"
